city ,town id,village id,valid vote,spoiled vote,voter,Election of population,votes of Hsieh Chang-ting(DPP),votes of Ma Ying-jeou (KMT)
Yilan County,1000202,1000202006,1606,20,1626,2192,953,653
Yilan County,1000202,1000202007,1647,16,1663,2264,800,847
Yilan County,1000202,1000202008,1785,8,1793,2353,712,1073
Yilan County,1000202,1000202009,1002,8,1010,1289,509,493
Yilan County,1000202,1000202010,1036,5,1041,1268,482,554
Yilan County,1000202,1000202011,849,4,853,1182,421,428
Yilan County,1000202,1000202016,2524,12,2536,3346,1157,1367
Yilan County,1000202,1000202017,1758,20,1778,2406,858,900
Yilan County,1000202,1000202018,1808,9,1817,2395,973,835
Yilan County,1000202,1000202019,2608,19,2627,3443,1177,1431
Yilan County,1000202,1000202020,2073,11,2084,2700,1027,1046
Yilan County,1000202,1000202021,726,3,729,1069,348,378
Yilan County,1000202,1000202022,2101,11,2112,2807,1007,1094
Yilan County,1000202,1000202023,2075,20,2095,2784,1047,1028
Yilan County,1000202,1000202024,2295,11,2306,3005,1155,1140
Yilan County,1000202,1000202025,2330,16,2346,2964,1002,1328
Yilan County,1000202,1000202026,3016,20,3036,3898,1380,1636
Yilan County,1000202,1000202027,2024,13,2037,2665,927,1097
Yilan County,1000202,1000202028,1091,10,1101,1494,615,476
Yilan County,1000202,1000202029,1078,9,1087,1385,577,501
Yilan County,1000202,1000202030,819,7,826,1105,403,416
Yilan County,1000203,1000203001,2236,17,2253,3074,1210,1026
Yilan County,1000203,1000203002,572,6,578,802,350,222
Yilan County,1000203,1000203003,2202,12,2214,3012,1186,1016
Yilan County,1000203,1000203004,693,3,696,955,400,293
Yilan County,1000203,1000203005,837,8,845,1198,448,389
Yilan County,1000203,1000203006,138,2,140,221,16,122
Yilan County,1000203,1000203007,1621,12,1633,2273,868,753
Yilan County,1000203,1000203008,807,8,815,1122,393,414
Yilan County,1000203,1000203009,3544,20,3564,4898,1502,2042
Yilan County,1000203,1000203010,1710,16,1726,2370,729,981
Yilan County,1000203,1000203011,848,10,858,1115,377,471
Yilan County,1000203,1000203012,393,3,396,544,178,215
Yilan County,1000203,1000203013,341,1,342,493,155,186
Yilan County,1000203,1000203014,454,5,459,615,199,255
Yilan County,1000203,1000203015,342,4,346,462,151,191
Yilan County,1000203,1000203016,448,3,451,652,229,219
Yilan County,1000203,1000203017,354,4,358,489,189,165
Yilan County,1000203,1000203018,761,5,766,1043,369,392
Yilan County,1000203,1000203019,722,6,728,1018,384,338
Yilan County,1000203,1000203020,889,8,897,1216,422,467
Yilan County,1000203,1000203021,1092,12,1104,1590,499,593
Yilan County,1000203,1000203022,800,8,808,1143,393,407
Yilan County,1000203,1000203023,901,7,908,1289,491,410
Yilan County,1000203,1000203024,227,2,229,322,98,129
Yilan County,1000203,1000203025,517,4,521,780,283,234
Yilan County,1000203,1000203026,486,12,498,733,319,167
Yilan County,1000204,1000204001,242,0,242,346,116,126
Yilan County,1000204,1000204002,496,6,502,724,176,320
Yilan County,1000204,1000204003,598,3,601,898,295,303
Yilan County,1000204,1000204004,242,2,244,387,71,171
Yilan County,1000204,1000204005,900,7,907,1352,306,594
Yilan County,1000204,1000204006,606,9,615,918,245,361
Yilan County,1000204,1000204007,413,1,414,613,171,242
Yilan County,1000204,1000204008,1039,5,1044,1475,317,722
Yilan County,1000204,1000204009,859,3,862,1212,345,514
Yilan County,1000204,1000204010,578,1,579,745,187,391
Yilan County,1000204,1000204011,422,4,426,531,130,292
Yilan County,1000204,1000204012,498,5,503,635,162,336
Yilan County,1000204,1000204013,510,3,513,674,161,349
Yilan County,1000204,1000204014,1365,11,1376,1979,501,864
Yilan County,1000204,1000204015,1354,13,1367,1836,510,844
Yilan County,1000204,1000204016,1069,12,1081,1492,385,684
Yilan County,1000204,1000204017,704,6,710,1015,280,424
Yilan County,1000204,1000204018,1186,6,1192,1635,414,772
Yilan County,1000204,1000204019,512,4,516,715,208,304
Yilan County,1000204,1000204020,982,6,988,1320,372,610
Yilan County,1000204,1000204021,676,12,688,960,289,387
Yilan County,1000204,1000204022,734,4,738,982,277,457
Yilan County,1000204,1000204023,795,8,803,1073,352,443
Yilan County,1000204,1000204024,453,5,458,665,137,316
Yilan County,1000205,1000205001,1034,4,1038,1440,473,561
Yilan County,1000205,1000205002,1209,9,1218,1640,563,646
Yilan County,1000205,1000205003,2552,19,2571,3471,919,1633
Yilan County,1000205,1000205004,1630,12,1642,2223,561,1069
Yilan County,1000205,1000205005,512,6,518,683,256,256
Yilan County,1000205,1000205006,1052,6,1058,1397,388,664
Yilan County,1000205,1000205007,797,3,800,1085,427,370
Yilan County,1000205,1000205008,994,5,999,1399,582,412
Yilan County,1000205,1000205009,1388,11,1399,1885,893,495
Yilan County,1000205,1000205010,1678,13,1691,2341,832,846
Yilan County,1000205,1000205011,819,8,827,1107,438,381
Yilan County,1000205,1000205012,500,2,502,735,265,235
Yilan County,1000205,1000205013,698,9,707,925,439,259
Yilan County,1000205,1000205014,819,8,827,1116,473,346
Yilan County,1000205,1000205015,1671,7,1678,2214,862,809
Yilan County,1000205,1000205016,2088,21,2109,2784,1279,809
Yilan County,1000205,1000205017,678,8,686,950,391,287
Yilan County,1000205,1000205018,295,0,295,389,196,99
Yilan County,1000206,1000206001,1498,16,1514,1995,731,767
Yilan County,1000206,1000206002,1211,4,1215,1608,625,586
Yilan County,1000206,1000206003,664,6,670,906,363,301
Yilan County,1000206,1000206004,695,1,696,985,373,322
Yilan County,1000206,1000206005,1170,15,1185,1604,648,522
Yilan County,1000206,1000206006,1115,16,1131,1591,622,493
Yilan County,1000206,1000206007,580,2,582,814,352,228
Yilan County,1000206,1000206008,1496,11,1507,2056,773,723
Yilan County,1000206,1000206009,934,4,938,1285,541,393
Yilan County,1000206,1000206010,745,8,753,1013,429,316
Yilan County,1000206,1000206011,1464,11,1475,1937,817,647
Yilan County,1000206,1000206012,765,5,770,1074,413,352
Yilan County,1000206,1000206013,1169,11,1180,1650,618,551
Yilan County,1000206,1000206014,708,8,716,940,405,303
Yilan County,1000207,1000207001,3346,23,3369,4527,1544,1802
Yilan County,1000207,1000207002,1358,15,1373,1920,729,629
Yilan County,1000207,1000207003,987,8,995,1314,616,371
Yilan County,1000207,1000207004,722,3,725,1043,337,385
Yilan County,1000207,1000207005,1044,7,1051,1470,657,387
Yilan County,1000207,1000207006,810,7,817,1215,479,331
Yilan County,1000207,1000207007,981,11,992,1412,359,622
Yilan County,1000207,1000207008,527,4,531,732,316,211
Yilan County,1000207,1000207009,1169,7,1176,1661,620,549
Yilan County,1000207,1000207010,860,2,862,1170,462,398
Yilan County,1000207,1000207011,1554,14,1568,2129,979,575
Yilan County,1000207,1000207012,1760,13,1773,2473,990,770
Yilan County,1000207,1000207013,558,10,568,827,315,243
Yilan County,1000207,1000207014,598,6,604,829,385,213
Yilan County,1000207,1000207015,669,6,675,943,364,305
Yilan County,1000207,1000207016,997,11,1008,1412,662,335
Yilan County,1000208,1000208001,798,3,801,1047,503,295
Yilan County,1000208,1000208002,1026,7,1033,1382,630,396
Yilan County,1000208,1000208003,737,9,746,1016,436,301
Yilan County,1000208,1000208004,615,5,620,846,380,235
Yilan County,1000208,1000208005,715,4,719,933,443,272
Yilan County,1000208,1000208006,939,9,948,1272,509,430
Yilan County,1000208,1000208007,1585,12,1597,2178,878,707
Yilan County,1000208,1000208008,1662,6,1668,2214,870,792
Yilan County,1000208,1000208009,559,4,563,816,309,250
Yilan County,1000208,1000208010,479,2,481,704,311,168
Yilan County,1000208,1000208011,1017,8,1025,1311,607,410
Yilan County,1000208,1000208012,562,5,567,791,341,221
Yilan County,1000208,1000208013,915,4,919,1265,564,351
Yilan County,1000208,1000208014,331,3,334,446,214,117
Yilan County,1000208,1000208015,3191,26,3217,4476,1843,1348
Yilan County,1000208,1000208016,1706,22,1728,2328,945,761
Yilan County,1000208,1000208017,3423,40,3463,4558,1797,1626
Yilan County,1000208,1000208018,2322,18,2340,3047,1273,1049
Yilan County,1000208,1000208019,1629,16,1645,2239,939,690
Yilan County,1000208,1000208020,724,7,731,1040,387,337
Yilan County,1000208,1000208021,1664,15,1679,2322,927,737
Yilan County,1000208,1000208022,1063,8,1071,1398,566,497
Yilan County,1000208,1000208023,907,8,915,1202,542,365
Yilan County,1000208,1000208024,601,5,606,840,395,206
Yilan County,1000209,1000209001,1175,9,1184,1643,744,431
Yilan County,1000209,1000209002,1169,10,1179,1573,564,605
Yilan County,1000209,1000209003,1570,10,1580,2156,889,681
Yilan County,1000209,1000209004,1084,12,1096,1478,545,539
Yilan County,1000209,1000209005,854,7,861,1191,472,382
Yilan County,1000209,1000209006,1637,10,1647,2181,785,852
Yilan County,1000209,1000209007,1162,6,1168,1555,693,469
Yilan County,1000209,1000209008,2171,15,2186,2945,1119,1052
Yilan County,1000209,1000209009,2150,17,2167,2920,1164,986
Yilan County,1000209,1000209010,1837,12,1849,2524,1069,768
Yilan County,1000209,1000209011,966,7,973,1359,615,351
Yilan County,1000209,1000209012,1035,8,1043,1425,642,393
Yilan County,1000209,1000209013,1358,12,1370,1917,779,579
Yilan County,1000209,1000209014,1761,15,1776,2407,1048,713
Yilan County,1000209,1000209015,1777,18,1795,2576,1027,750
Yilan County,1000210,1000210001,167,1,168,235,80,87
Yilan County,1000210,1000210002,362,2,364,537,211,151
Yilan County,1000210,1000210003,508,3,511,786,305,203
Yilan County,1000210,1000210004,416,4,420,595,264,152
Yilan County,1000210,1000210005,311,6,317,452,135,176
Yilan County,1000210,1000210006,839,11,850,1123,351,488
Yilan County,1000210,1000210007,810,7,817,1139,432,378
Yilan County,1000210,1000210008,590,5,595,844,301,289
Yilan County,1000210,1000210009,733,6,739,1090,454,279
Yilan County,1000210,1000210010,2275,24,2299,3335,1268,1007
Yilan County,1000210,1000210011,480,6,486,707,301,179
Yilan County,1000210,1000210012,396,0,396,548,180,216
Yilan County,1000210,1000210013,300,6,306,460,93,207
Yilan County,1000210,1000210014,500,6,506,691,283,217
Yilan County,1000210,1000210015,769,4,773,1127,498,271
Yilan County,1000210,1000210016,565,2,567,773,355,210
Yilan County,1000210,1000210017,997,12,1009,1335,676,321
Yilan County,1000210,1000210018,902,12,914,1198,618,284
Yilan County,1000211,1000211001,576,7,583,772,41,535
Yilan County,1000211,1000211002,379,1,380,485,26,353
Yilan County,1000211,1000211003,448,3,451,608,106,342
Yilan County,1000211,1000211004,196,5,201,285,72,124
Yilan County,1000211,1000211005,229,2,231,343,41,188
Yilan County,1000211,1000211006,222,1,223,309,16,206
Yilan County,1000211,1000211007,47,1,48,82,24,23
Yilan County,1000211,1000211008,495,4,499,641,23,472
Yilan County,1000211,1000211009,423,0,423,556,78,345
Yilan County,1000211,1000211010,133,1,134,172,8,125
Yilan County,1000212,1000212001,777,6,783,1042,43,734
Yilan County,1000212,1000212002,599,3,602,796,25,574
Yilan County,1000212,1000212003,327,0,327,411,17,310
Yilan County,1000212,1000212004,265,3,268,361,10,255
Yilan County,1000212,1000212005,306,2,308,406,49,257
Yilan County,1000212,1000212006,321,2,323,430,20,301
Yilan County,1000212,1000212007,470,1,471,626,29,441
Taoyuan County,1000301,1000301001,601,4,605,764,237,364
Taoyuan County,1000301,1000301002,1117,11,1128,1392,417,700
Taoyuan County,1000301,1000301003,1079,12,1091,1463,452,627
Taoyuan County,1000301,1000301004,5303,51,5354,6816,2102,3201
Taoyuan County,1000301,1000301005,4064,39,4103,5401,1265,2799
Taoyuan County,1000301,1000301006,4249,48,4297,5796,1188,3061
Taoyuan County,1000301,1000301007,741,11,752,956,398,343
Taoyuan County,1000301,1000301008,1080,8,1088,1375,463,617
Taoyuan County,1000301,1000301009,1325,8,1333,1683,667,658
Taoyuan County,1000301,1000301010,2881,35,2916,3677,1314,1567
Taoyuan County,1000301,1000301011,3086,25,3111,3942,1535,1551
Taoyuan County,1000301,1000301012,3172,29,3201,4108,1439,1733
Taoyuan County,1000301,1000301013,2009,24,2033,2638,729,1280
Taoyuan County,1000301,1000301014,1386,10,1396,1817,589,797
Taoyuan County,1000301,1000301015,754,10,764,974,341,413
Taoyuan County,1000301,1000301016,2390,14,2404,3123,1013,1377
Taoyuan County,1000301,1000301017,1621,14,1635,2055,835,786
Taoyuan County,1000301,1000301018,2188,18,2206,2759,1162,1026
Taoyuan County,1000301,1000301019,1010,7,1017,1376,425,585
Taoyuan County,1000301,1000301020,1094,13,1107,1394,569,525
Taoyuan County,1000301,1000301021,685,2,687,914,332,353
Taoyuan County,1000301,1000301022,5205,37,5242,6685,1620,3585
Taoyuan County,1000301,1000301023,3787,30,3817,4799,1376,2411
Taoyuan County,1000301,1000301024,3832,34,3866,5043,1507,2325
Taoyuan County,1000301,1000301025,1109,8,1117,1396,442,667
Taoyuan County,1000301,1000301026,3942,30,3972,5041,1543,2399
Taoyuan County,1000301,1000301027,1089,8,1097,1376,504,585
Taoyuan County,1000301,1000301028,3411,32,3443,4430,1432,1979
Taoyuan County,1000301,1000301029,3275,26,3301,4187,1295,1980
Taoyuan County,1000301,1000301030,3550,27,3577,4499,1286,2264
Taoyuan County,1000301,1000301031,1205,19,1224,1594,576,629
Taoyuan County,1000301,1000301032,4179,33,4212,5258,1390,2789
Taoyuan County,1000301,1000301033,3871,22,3893,4828,1458,2413
Taoyuan County,1000301,1000301034,3658,17,3675,4551,1526,2132
Taoyuan County,1000301,1000301035,2559,40,2599,3407,846,1713
Taoyuan County,1000301,1000301036,3105,22,3127,3976,861,2244
Taoyuan County,1000301,1000301037,2786,23,2809,3449,999,1787
Taoyuan County,1000301,1000301038,3397,28,3425,4317,1588,1809
Taoyuan County,1000301,1000301039,1474,11,1485,1907,620,854
Taoyuan County,1000301,1000301040,3879,35,3914,4836,1638,2241
Taoyuan County,1000301,1000301041,4493,40,4533,5630,1783,2710
Taoyuan County,1000301,1000301042,3500,21,3521,4581,1333,2167
Taoyuan County,1000301,1000301043,3392,37,3429,4327,1354,2038
Taoyuan County,1000301,1000301044,2850,15,2865,3671,1067,1783
Taoyuan County,1000301,1000301045,2864,24,2888,3591,839,2025
Taoyuan County,1000301,1000301046,5692,44,5736,7535,2090,3602
Taoyuan County,1000301,1000301047,3584,40,3624,4856,1329,2255
Taoyuan County,1000301,1000301048,3491,26,3517,4560,1488,2003
Taoyuan County,1000301,1000301049,2395,11,2406,3152,775,1620
Taoyuan County,1000301,1000301050,4559,46,4605,5852,1648,2911
Taoyuan County,1000301,1000301051,4671,27,4698,6043,1380,3291
Taoyuan County,1000301,1000301052,2034,16,2050,2594,785,1249
Taoyuan County,1000301,1000301053,2515,26,2541,3212,969,1546
Taoyuan County,1000301,1000301054,2639,23,2662,3407,915,1724
Taoyuan County,1000301,1000301055,3708,27,3735,4696,1415,2293
Taoyuan County,1000301,1000301056,2264,25,2289,3006,630,1634
Taoyuan County,1000301,1000301057,2326,20,2346,3065,654,1672
Taoyuan County,1000301,1000301058,4298,50,4348,5807,1332,2966
Taoyuan County,1000301,1000301059,3841,32,3873,5597,1176,2665
Taoyuan County,1000301,1000301060,2803,17,2820,3576,971,1832
Taoyuan County,1000301,1000301061,4266,23,4289,5409,1350,2916
Taoyuan County,1000301,1000301062,3182,18,3200,4096,1145,2037
Taoyuan County,1000301,1000301063,2837,30,2867,3673,1190,1647
Taoyuan County,1000301,1000301064,2821,25,2846,3720,960,1861
Taoyuan County,1000301,1000301065,2647,13,2660,3343,816,1831
Taoyuan County,1000301,1000301066,2451,16,2467,3104,673,1778
Taoyuan County,1000301,1000301067,2512,23,2535,3219,966,1546
Taoyuan County,1000301,1000301068,3302,27,3329,4234,926,2376
Taoyuan County,1000301,1000301069,2508,13,2521,3315,836,1672
Taoyuan County,1000301,1000301070,3043,22,3065,3907,789,2254
Taoyuan County,1000301,1000301071,2632,35,2667,3461,941,1691
Taoyuan County,1000301,1000301072,3149,21,3170,4007,953,2196
Taoyuan County,1000301,1000301073,2060,21,2081,2645,696,1364
Taoyuan County,1000301,1000301074,4111,31,4142,5510,1232,2879
Taoyuan County,1000301,1000301075,2975,28,3003,3941,952,2023
Taoyuan County,1000301,1000301076,2332,19,2351,3040,783,1549
Taoyuan County,1000302,1000302001,2408,21,2429,2890,336,2072
Taoyuan County,1000302,1000302002,3843,29,3872,4758,844,2999
Taoyuan County,1000302,1000302003,1915,24,1939,2468,348,1567
Taoyuan County,1000302,1000302004,770,5,775,1005,288,482
Taoyuan County,1000302,1000302005,1660,21,1681,2132,422,1238
Taoyuan County,1000302,1000302006,2615,24,2639,3350,753,1862
Taoyuan County,1000302,1000302007,3478,30,3508,4393,1121,2357
Taoyuan County,1000302,1000302008,6464,48,6512,8045,691,5773
Taoyuan County,1000302,1000302009,2174,18,2192,2729,496,1678
Taoyuan County,1000302,1000302010,1925,14,1939,2468,369,1556
Taoyuan County,1000302,1000302011,2743,24,2767,3471,830,1913
Taoyuan County,1000302,1000302012,3267,22,3289,4129,814,2453
Taoyuan County,1000302,1000302013,1893,13,1906,2413,565,1328
Taoyuan County,1000302,1000302014,1497,12,1509,1960,537,960
Taoyuan County,1000302,1000302015,2499,24,2523,3213,880,1619
Taoyuan County,1000302,1000302016,2651,30,2681,3522,819,1832
Taoyuan County,1000302,1000302017,2112,23,2135,2762,568,1544
Taoyuan County,1000302,1000302018,1268,14,1282,1649,439,829
Taoyuan County,1000302,1000302019,2816,23,2839,3614,614,2202
Taoyuan County,1000302,1000302020,2097,17,2114,2740,491,1606
Taoyuan County,1000302,1000302021,1984,24,2008,2628,729,1255
Taoyuan County,1000302,1000302022,1061,15,1076,1395,613,448
Taoyuan County,1000302,1000302023,1090,16,1106,1451,268,822
Taoyuan County,1000302,1000302024,2736,25,2761,3543,1105,1631
Taoyuan County,1000302,1000302025,5011,49,5060,6420,1636,3375
Taoyuan County,1000302,1000302026,2754,27,2781,3483,917,1837
Taoyuan County,1000302,1000302027,3519,38,3557,4544,1603,1916
Taoyuan County,1000302,1000302028,607,11,618,771,280,327
Taoyuan County,1000302,1000302029,3395,34,3429,4177,718,2677
Taoyuan County,1000302,1000302030,2137,20,2157,2702,406,1731
Taoyuan County,1000302,1000302031,4351,37,4388,5547,1499,2852
Taoyuan County,1000302,1000302032,1007,10,1017,1256,452,555
Taoyuan County,1000302,1000302033,4741,43,4784,6327,1391,3350
Taoyuan County,1000302,1000302034,4981,43,5024,6348,1657,3324
Taoyuan County,1000302,1000302035,1433,18,1451,1880,588,845
Taoyuan County,1000302,1000302036,4516,41,4557,5715,1733,2783
Taoyuan County,1000302,1000302037,2876,21,2897,3575,859,2017
Taoyuan County,1000302,1000302038,1304,17,1321,2651,534,770
Taoyuan County,1000302,1000302039,3501,30,3531,4265,449,3052
Taoyuan County,1000302,1000302040,756,8,764,1011,362,394
Taoyuan County,1000302,1000302041,1808,19,1827,2394,565,1243
Taoyuan County,1000302,1000302042,2691,33,2724,3635,758,1933
Taoyuan County,1000302,1000302043,2082,28,2110,2639,959,1123
Taoyuan County,1000302,1000302044,3567,34,3601,4621,1481,2086
Taoyuan County,1000302,1000302045,1319,13,1332,1659,525,794
Taoyuan County,1000302,1000302046,1583,16,1599,2042,997,586
Taoyuan County,1000302,1000302047,2688,27,2715,3495,1638,1050
Taoyuan County,1000302,1000302048,2148,26,2174,2762,1044,1104
Taoyuan County,1000302,1000302049,2324,28,2352,3029,1398,926
Taoyuan County,1000302,1000302050,691,5,696,907,304,387
Taoyuan County,1000302,1000302051,2881,21,2902,3698,1490,1391
Taoyuan County,1000302,1000302052,3249,32,3281,4178,1040,2209
Taoyuan County,1000302,1000302053,1881,21,1902,2354,630,1251
Taoyuan County,1000302,1000302054,2023,14,2037,2554,945,1078
Taoyuan County,1000302,1000302055,2755,28,2783,3518,1076,1679
Taoyuan County,1000302,1000302056,3098,22,3120,3913,916,2182
Taoyuan County,1000302,1000302057,2688,21,2709,3447,722,1966
Taoyuan County,1000302,1000302058,1873,22,1895,2350,534,1339
Taoyuan County,1000302,1000302059,1870,23,1893,2257,579,1291
Taoyuan County,1000302,1000302060,2152,14,2166,2780,625,1527
Taoyuan County,1000302,1000302061,2472,24,2496,3081,650,1822
Taoyuan County,1000302,1000302062,3068,29,3097,3871,1037,2031
Taoyuan County,1000302,1000302063,4656,48,4704,6084,930,3726
Taoyuan County,1000302,1000302064,2521,28,2549,3263,1083,1438
Taoyuan County,1000302,1000302065,2188,22,2210,2783,540,1648
Taoyuan County,1000302,1000302066,2951,24,2975,3792,962,1989
Taoyuan County,1000302,1000302067,1733,18,1751,2077,242,1491
Taoyuan County,1000302,1000302068,2694,23,2717,3498,577,2117
Taoyuan County,1000302,1000302069,1828,18,1846,2344,633,1195
Taoyuan County,1000302,1000302070,1991,22,2013,2609,726,1265
Taoyuan County,1000302,1000302071,2338,30,2368,2887,366,1972
Taoyuan County,1000302,1000302072,3132,35,3167,4026,668,2464
Taoyuan County,1000302,1000302073,3470,29,3499,4501,1188,2282
Taoyuan County,1000302,1000302074,3487,39,3526,4471,1300,2187
Taoyuan County,1000302,1000302075,2008,16,2024,2621,461,1547
Taoyuan County,1000302,1000302076,2230,12,2242,2795,436,1794
Taoyuan County,1000302,1000302077,2380,21,2401,2887,259,2121
Taoyuan County,1000302,1000302078,2416,10,2426,2955,260,2156
Taoyuan County,1000302,1000302079,3153,29,3182,4047,1000,2153
Taoyuan County,1000302,1000302080,1906,17,1923,2448,819,1087
Taoyuan County,1000302,1000302081,1928,17,1945,2507,413,1515
Taoyuan County,1000303,1000303001,1288,13,1301,1618,682,606
Taoyuan County,1000303,1000303002,802,6,808,1054,496,306
Taoyuan County,1000303,1000303003,3008,25,3033,3919,1356,1652
Taoyuan County,1000303,1000303004,3352,26,3378,4423,1676,1676
Taoyuan County,1000303,1000303005,880,3,883,1156,512,368
Taoyuan County,1000303,1000303006,706,4,710,959,453,253
Taoyuan County,1000303,1000303007,2250,16,2266,2895,1321,929
Taoyuan County,1000303,1000303008,1571,17,1588,2144,984,587
Taoyuan County,1000303,1000303009,689,2,691,923,412,277
Taoyuan County,1000303,1000303010,607,8,615,832,331,276
Taoyuan County,1000303,1000303011,874,6,880,1092,517,357
Taoyuan County,1000303,1000303012,1199,9,1208,1599,764,435
Taoyuan County,1000303,1000303013,1880,20,1900,2512,951,929
Taoyuan County,1000303,1000303014,1228,6,1234,1529,692,536
Taoyuan County,1000303,1000303015,2177,29,2206,2830,312,1865
Taoyuan County,1000303,1000303016,1800,15,1815,2148,158,1642
Taoyuan County,1000303,1000303017,3479,26,3505,4648,1150,2329
Taoyuan County,1000303,1000303018,2602,25,2627,3408,953,1649
Taoyuan County,1000303,1000303019,1668,19,1687,2115,581,1087
Taoyuan County,1000303,1000303020,932,10,942,1246,344,588
Taoyuan County,1000303,1000303021,3209,51,3260,4326,1513,1696
Taoyuan County,1000303,1000303022,2519,26,2545,3250,1094,1425
Taoyuan County,1000303,1000303023,1577,22,1599,2081,356,1221
Taoyuan County,1000303,1000303024,2049,19,2068,2573,428,1621
Taoyuan County,1000303,1000303025,3140,27,3167,4093,1594,1546
Taoyuan County,1000303,1000303026,2442,33,2475,3166,821,1621
Taoyuan County,1000303,1000303027,2651,26,2677,3412,873,1778
Taoyuan County,1000304,1000304001,2463,20,2483,3097,739,1724
Taoyuan County,1000304,1000304002,912,5,917,1182,306,606
Taoyuan County,1000304,1000304003,1594,22,1616,2045,502,1092
Taoyuan County,1000304,1000304004,3291,34,3325,4455,1085,2206
Taoyuan County,1000304,1000304005,2299,24,2323,2920,710,1589
Taoyuan County,1000304,1000304006,1747,23,1770,2431,717,1030
Taoyuan County,1000304,1000304007,2637,17,2654,3484,921,1716
Taoyuan County,1000304,1000304008,1745,14,1759,2315,715,1030
Taoyuan County,1000304,1000304009,1144,20,1164,1512,296,848
Taoyuan County,1000304,1000304010,2272,9,2281,2863,653,1619
Taoyuan County,1000304,1000304011,1176,10,1186,1465,504,672
Taoyuan County,1000304,1000304012,456,0,456,557,26,430
Taoyuan County,1000304,1000304013,3223,35,3258,4293,1031,2192
Taoyuan County,1000304,1000304014,1842,13,1855,2353,460,1382
Taoyuan County,1000304,1000304015,2893,33,2926,3884,837,2056
Taoyuan County,1000304,1000304016,3680,36,3716,4933,1182,2498
Taoyuan County,1000304,1000304017,1789,32,1821,2335,714,1075
Taoyuan County,1000304,1000304018,2974,34,3008,3827,916,2058
Taoyuan County,1000304,1000304019,2440,30,2470,3052,639,1801
Taoyuan County,1000304,1000304020,3127,26,3153,4201,1146,1981
Taoyuan County,1000304,1000304021,2385,36,2421,3130,791,1594
Taoyuan County,1000304,1000304022,1498,24,1522,1994,616,882
Taoyuan County,1000304,1000304023,2446,24,2470,3378,845,1601
Taoyuan County,1000304,1000304024,2662,25,2687,3748,886,1776
Taoyuan County,1000304,1000304025,2530,27,2557,3551,839,1691
Taoyuan County,1000304,1000304026,1815,16,1831,2337,482,1333
Taoyuan County,1000304,1000304027,2419,20,2439,3110,590,1829
Taoyuan County,1000304,1000304028,3461,22,3483,4507,788,2673
Taoyuan County,1000304,1000304029,3159,25,3184,4133,744,2415
Taoyuan County,1000304,1000304030,2271,34,2305,2981,794,1477
Taoyuan County,1000304,1000304031,1496,22,1518,2144,414,1082
Taoyuan County,1000304,1000304032,2096,18,2114,2709,722,1374
Taoyuan County,1000304,1000304033,1842,21,1863,2343,633,1209
Taoyuan County,1000304,1000304034,2231,30,2261,2968,543,1688
Taoyuan County,1000304,1000304035,1128,13,1141,1486,358,770
Taoyuan County,1000305,1000305001,2916,25,2941,3701,1556,1360
Taoyuan County,1000305,1000305002,3889,51,3940,5007,1913,1976
Taoyuan County,1000305,1000305003,2738,24,2762,3508,1336,1402
Taoyuan County,1000305,1000305004,2649,21,2670,3330,1014,1635
Taoyuan County,1000305,1000305005,603,9,612,793,18,585
Taoyuan County,1000305,1000305006,2535,27,2562,3206,1524,1011
Taoyuan County,1000305,1000305007,2113,16,2129,2728,881,1232
Taoyuan County,1000305,1000305008,2892,27,2919,3677,1108,1784
Taoyuan County,1000305,1000305009,4754,34,4788,6210,1524,3230
Taoyuan County,1000305,1000305010,1538,23,1561,2176,798,740
Taoyuan County,1000305,1000305011,1107,11,1118,1566,549,558
Taoyuan County,1000305,1000305012,2509,31,2540,3301,1299,1210
Taoyuan County,1000305,1000305013,1012,4,1016,1269,653,359
Taoyuan County,1000305,1000305014,1237,12,1249,1587,827,410
Taoyuan County,1000305,1000305015,1788,15,1803,2296,971,817
Taoyuan County,1000305,1000305016,3165,37,3202,4447,1201,1964
Taoyuan County,1000305,1000305017,2986,27,3013,3878,1055,1931
Taoyuan County,1000305,1000305018,10437,115,10552,13918,3408,7029
Taoyuan County,1000305,1000305019,1388,17,1405,1987,599,789
Taoyuan County,1000305,1000305020,1863,16,1879,2366,777,1086
Taoyuan County,1000305,1000305021,898,10,908,1146,558,340
Taoyuan County,1000305,1000305022,1927,16,1943,2443,811,1116
Taoyuan County,1000305,1000305023,1841,17,1858,2348,996,845
Taoyuan County,1000305,1000305024,1575,7,1582,2136,512,1063
Taoyuan County,1000305,1000305025,3429,32,3461,4566,1165,2264
Taoyuan County,1000305,1000305026,6298,49,6347,8054,2002,4296
Taoyuan County,1000306,1000306001,4041,59,4100,5322,1796,2245
Taoyuan County,1000306,1000306002,3565,29,3594,4689,1556,2009
Taoyuan County,1000306,1000306003,2667,36,2703,3661,1195,1472
Taoyuan County,1000306,1000306004,1120,11,1131,1480,646,474
Taoyuan County,1000306,1000306005,4316,39,4355,5729,1827,2489
Taoyuan County,1000306,1000306006,2973,39,3012,3852,1598,1375
Taoyuan County,1000306,1000306007,3741,44,3785,4906,1823,1918
Taoyuan County,1000306,1000306008,1181,15,1196,1518,404,777
Taoyuan County,1000306,1000306010,1957,27,1984,2510,922,1035
Taoyuan County,1000306,1000306011,3833,38,3871,5158,1605,2228
